158023,0
20801,1
190871,2
193080,3
192985,4
183277,5
177003,6
176580,7
155862,8
200389,9
188545,10
182521,11
182493,12
168542,13
215914,14
211110,15
202126,16
194765,17
192448,18
192119,19
189511,20
179813,21
167495,22
153079,23
138956,24
231747,25
209331,26
200145,27
198710,28
198219,29
197781,30
190460,31
189242,32
188567,33
178603,34
176676,35
173731,36
167948,37
167664,38
164240,39
162835,40
1179,41
205600,42
201399,43
201024,44
195864,45
193041,46
192505,47
192387,48
189332,49
175943,50
172871,51
171877,52
168651,53
152729,54
222492,55
218667,56
210257,57
208722,58
203376,59
202652,60
201942,61
201535,62
199556,63
191043,64
190483,65
189596,66
189509,67
188350,68
184432,69
184344,70
184087,71
180206,72
177509,73
176635,74
135507,75
41,76
232363,77
223848,78
220834,79
216594,80
212831,81
212622,82
208421,83
204485,84
197445,85
193747,86
193301,87
192774,88
192366,89
189513,90
187961,91
186153,92
184941,93
184267,94
183907,95
181872,96
181458,97
180930,98
179846,99
179844,100
178518,101
171919,102
170890,103
168609,104
165153,105
164169,106
139720,107
120533,108
41236,109
220793,110
216460,111
212462,112
212218,113
212198,114
212190,115
211300,116
211117,117
209499,118
207865,119
207566,120
205498,121
204970,122
204963,123
202556,124
200104,125
199482,126
198176,127
198009,128
193082,129
192629,130
192563,131
191202,132
190941,133
190584,134
188377,135
186942,136
185020,137
183898,138
181783,139
180403,140
178750,141
178562,142
177413,143
177388,144
176769,145
172879,146
167628,147
167397,148
163587,149
157481,150
143076,151
137186,152
20775,153
9014,154
231443,155
230666,156
230481,157
230375,158
230294,159
225850,160
220971,161
219683,162
213565,163
213345,164
213331,165
212523,166
212188,167
210008,168
209658,169
208808,170
208670,171
208618,172
208418,173
208093,174
207863,175
207410,176
206585,177
206545,178
206113,179
204935,180
204639,181
203574,182
202651,183
202166,184
201995,185
200949,186
200888,187
200724,188
200316,189
199914,190
199845,191
199564,192
198329,193
197965,194
195365,195
194404,196
193698,197
193474,198
192883,199
192638,200
192593,201
190547,202
189712,203
189068,204
188152,205
186627,206
185221,207
184942,208
179944,209
179783,210
178088,211
178086,212
178005,213
177683,214
177610,215
177457,216
176266,217
163705,218
162895,219
162240,220
156616,221
104389,222
53302,223
24630,224
236583,225
235243,226
231866,227
230658,228
230621,229
230258,230
230225,231
230168,232
227055,233
224411,234
223959,235
222737,236
221087,237
220814,238
220440,239
216354,240
216267,241
216194,242
212404,243
212194,244
211320,245
210617,246
210514,247
210413,248
209989,249
209297,250
208830,251
